	doc	test_sec	test_name	test_num	with	when	then
83	36523-1-f00_s07_01	7.1.3.11.1	CA / Correct HARQ process handling / DCCH and DTCH / Pcell and Scell / Intra-band Contiguous CA	2	the UE transmits an ACK for the corresponding HARQ process within HARQ entity and delivers data to upper layers	the UE receives a MAC PDU retransmission for DRB, and results in successful decode	the UE transmits an ACK for the corresponding HARQ process within HARQ entity and delivers data to upper layers
84	36523-1-f00_s07_01	7.1.3.11.4	FDD-TDD CA / Correct HARQ process handling / DCCH and DTCH / FDD PCell and TDD SCell	1	the UE transmits a NACK in SF-Num x+4 for the corresponding FDD PCell HARQ process within HARQ entity	the UE receives a MAC PDU for DRB of FDD PCell in SF-Num x and decode fails	the UE transmits a NACK in SF-Num x+4 for the corresponding FDD PCell HARQ process within HARQ entity
85	36523-1-f00_s07_01	7.1.3.11.4	FDD-TDD CA / Correct HARQ process handling / DCCH and DTCH / FDD PCell and TDD SCell	2	the UE transmits an ACK in SF-Num x+4 for the corresponding HARQ process of FDD PCell within HARQ entity and delivers data to upper layers	the UE receives a MAC PDU retransmission and results in successful decode for DRB of FDD PCell for the UEs C-RNTI in the SF-Num x	the UE transmits an ACK in SF-Num x+4 for the corresponding HARQ process of FDD PCell within HARQ entity and delivers data to upper layers
86	36523-1-f00_s07_01	7.1.3.11.4	FDD-TDD CA / Correct HARQ process handling / DCCH and DTCH / FDD PCell and TDD SCell	3	the UE supporting of TDD-FDD CA with FDD PCell and TDD SCell in E-UTRA RRC_CONNECTED state with SCell activated	the UE receives downlink assignment on the PDCCH of TDD SCell for the UEs C-RNTI and receives data in the associated SF-Num y and decode fails	the UE transmits a NACK in SF-Num y+4 for the HARQ process of TDD SCell by following FDD PCell timing
87	36523-1-f00_s07_01	7.1.3.11.4	FDD-TDD CA / Correct HARQ process handling / DCCH and DTCH / FDD PCell and TDD SCell	4	the UE supporting of TDD-FDD CA with FDD PCell and TDD SCell in E-UTRA RRC_CONNECTED state with SCell activated	the UE receives a MAC PDU retransmission and results in successful decode for DRB of TDD SCell for the UEs C-RNTI in the SF-Num y	the UE transmits an ACK in SF-Num y+4 for the HARQ process of TDD SCell by following FDD PCell timing
88	36523-1-f00_s07_01	7.1.3.11.5	FDD-TDD CA / Correct HARQ process handling / DCCH and DTCH / TDD PCell and FDD SCell	1	the UE transmits a NACK in SF-Num i by setting  as defined in Table 10.1.3.1-1 in TS 36.213 for the corresponding TDD PCell HARQ process within HARQ entity	the UE receives a MAC PDU for DRB of TDD PCell in SF-Num i-K and decode fails	the UE transmits a NACK in SF-Num i by setting  as defined in Table 10.1.3.1-1 in TS 36.213 for the corresponding TDD PCell HARQ process within HARQ entity
89	36523-1-f00_s07_01	7.1.3.11.5	FDD-TDD CA / Correct HARQ process handling / DCCH and DTCH / TDD PCell and FDD SCell	2	the UE transmits an ACK in SF-Num j by setting  as defined in Table 10.1.3.1-1 in TS 36.213 for the corresponding HARQ process of TDD PCell within HARQ entity and delivers data to upper layers	the UE receives a MAC PDU retransmission and results in successful decode for DRB of TDD PCell for the UEs C-RNTI in the SF-Num j-K	the UE transmits an ACK in SF-Num j by setting  as defined in Table 10.1.3.1-1 in TS 36.213 for the corresponding HARQ process of TDD PCell within HARQ entity and delivers data to upper layers
90	36523-1-f00_s07_01	7.1.3.11.5	FDD-TDD CA / Correct HARQ process handling / DCCH and DTCH / TDD PCell and FDD SCell	3	the UE supporting of TDD-FDD CA with TDD PCell and FDD SCell in E-UTRA RRC_CONNECTED state with SCell activated	the UE receives downlink assignment on the PDCCH of FDD SCell for the UEs C-RNTI and receives data in the associated SF-Num x-K and decode fails	the UE transmits a NACK in SF-Num x by setting  as defined in Table 10.1.3A-1 in TS 36.213 for the HARQ process of FDD SCell
91	36523-1-f00_s07_01	7.1.3.11.5	FDD-TDD CA / Correct HARQ process handling / DCCH and DTCH / TDD PCell and FDD SCell	4	the UE supporting of TDD-FDD CA with TDD PCell and FDD SCell in E-UTRA RRC_CONNECTED state with SCell activated	the UE receives a MAC PDU retransmission and results in successful decode for DRB of FDD SCell for the UEs C-RNTI in the SF-Num y-K	the UE transmits an ACK in SF-Num y by setting  as defined in Table 10.1.3A-1 in TS 36.213 for the HARQ process of FDD SCell
92	36523-1-f00_s07_01	7.1.3.12	TDD additional special subframe configuration / Special subframe pattern 9 with Normal Cyclic Prefix  / CRS based transmission scheme	1	UE is configured with tdd-Config-v1130 equalling to ssp9 for normal cyclic prefix which is configured in UL-CyclicPrefixLength equalling to len1, network schedules and transmits PDSCH data in DwPTS	UE is configured with tdd-Config-v1130 equalling to ssp9 for normal cyclic prefix which is configured in UL-CyclicPrefixLength equalling to len1, network schedules and transmits PDSCH data in DwPTS	UE sends ACK to the network after successfully receive and decode the data
93	36523-1-f00_s07_01	7.1.3.12a	TDD additional special subframe configuration / Special subframe pattern 7 with Extended Cyclic Prefix / CRS based transmission scheme	1	UE is configured with tdd-Config-v1130 equalling to ssp7 for extended cyclic prefix which is configured in UL-CyclicPrefixLength equalling to len2, network schedules and transmits PDSCH data in DwPTS	UE is configured with tdd-Config-v1130 equalling to ssp7 for extended cyclic prefix which is configured in UL-CyclicPrefixLength equalling to len2, network schedules and transmits PDSCH data in DwPTS	UE sends ACK to the network after successfully receive and decode the data
94	36523-1-f00_s07_01	7.1.3.13	TDD additional special subframe configuration / Special subframe pattern 9 with Normal Cyclic Prefix  / UE-specific reference signals based transmission scheme	1	UE is configured with tdd-Config-v1130 equalling to ssp9 for normal cyclic prefix which is configured in UL-CyclicPrefixLength equalling to len1 under tm8 transmission mode, network uses DCI format 2B for PDSCH scheduling and transmits PDSCH data in DwPTS	UE is configured with tdd-Config-v1130 equalling to ssp9 for normal cyclic prefix which is configured in UL-CyclicPrefixLength equalling to len1 under tm8 transmission mode, network uses DCI format 2B for PDSCH scheduling and transmits PDSCH data in DwPTS	UE sends ACK to the network after UE successfully receives and decodes the data
95	36523-1-f00_s07_01	7.1.3.13a	TDD additional special subframe configuration / Special subframe pattern 7 with Extended Cyclic Prefix / UE-specific reference signals based transmission scheme	1	UE is configured with tdd-Config-v1130 equalling to ssp7 for extended cyclic prefix which is configured in UL-CyclicPrefixLength equalling to len2 under tm7 transmission mode, network uses DCI format 1 for PDSCH scheduling and transmits PDSCH data in DwPTS	UE is configured with tdd-Config-v1130 equalling to ssp7 for extended cyclic prefix which is configured in UL-CyclicPrefixLength equalling to len2 under tm7 transmission mode, network uses DCI format 1 for PDSCH scheduling and transmits PDSCH data in DwPTS	UE sends ACK to the network after UE successfully receives and decodes the data
96	36523-1-f00_s07_01	7.1.3.14	Correct handling of DL assignment / Dynamic case / EPDCCH	1	UE in E-UTRA RRC_CONNECTED state with EPDCCH in localized transmission type	UE receives downlink assignment on the EPDCCH for the UEs C-RNTI and receives data in the associated subframe and UE performs HARQ operation	UE sends a HARQ feedback on the HARQ process
97	36523-1-f00_s07_01	7.1.3.14	Correct handling of DL assignment / Dynamic case / EPDCCH	2	UE receives downlink assignment on the EPDCCH with a C-RNTI unknown by the UE and data is available in the associated subframe	UE receives downlink assignment on the EPDCCH with a C-RNTI unknown by the UE and data is available in the associated subframe	UE does not send any HARQ feedback on the HARQ process
98	36523-1-f00_s07_01	7.1.3.14	Correct handling of DL assignment / Dynamic case / EPDCCH	3	EPDCCH is configured with distributed transmission type and UE receives downlink assignment on the EPDCCH for the UEs C-RNTI and receives data in the associated subframe and UE performs HARQ operation	EPDCCH is configured with distributed transmission type and UE receives downlink assignment on the EPDCCH for the UEs C-RNTI and receives data in the associated subframe and UE performs HARQ operation	UE sends a HARQ feedback on the HARQ process
99	36523-1-f00_s07_01	7.1.3.14	Correct handling of DL assignment / Dynamic case / EPDCCH	4	EPDCCH is configured with distributed transmission type and UE receives downlink assignment on the EPDCCH with a C-RNTI unknown by the UE and data is available in the associated subframe	EPDCCH is configured with distributed transmission type and UE receives downlink assignment on the EPDCCH with a C-RNTI unknown by the UE and data is available in the associated subframe	UE does not send any HARQ feedback on the HARQ process
100	36523-1-f00_s07_01	7.1.3.15	Correct handling of DL assignment / Semi-persistent case / EPDCCH	1	UE receives a DL assignment addressed to its stored SPS-CRNTI in SF-Num y and with NDI set as 0	UE receives a DL assignment addressed to its stored SPS-CRNTI in SF-Num y and with NDI set as 0	UE starts receiving DL MAC PDU in SF-Nums y+n*[semiPersistSchedIntervalDL] where n is positive integer starting at zero
101	36523-1-f00_s07_01	7.1.3.15	Correct handling of DL assignment / Semi-persistent case / EPDCCH	2	UE receives a DL assignment addressed to its SPS-CRNTI in SF-Num p and with NDI set as 0, where p!= y+n*[semiPersistSchedIntervalDL]	UE receives a DL assignment addressed to its SPS-CRNTI in SF-Num p and with NDI set as 0, where p!= y+n*[semiPersistSchedIntervalDL]	UE starts receiving DL MAC PDU in SF-Nums p+n*[semiPersistSchedIntervalDL] and stops receiving DL MAC PDU at SF-Nums y+n*[semiPersistSchedIntervalDL]where n is positive integer starting at zero
102	36523-1-f00_s07_01	7.1.3.15	Correct handling of DL assignment / Semi-persistent case / EPDCCH	3	UE receives a DL assignment [for retransmission] addressed to its SPS-CRNTI in SF-Num z and with NDI set as 1, where z!= p+n*[semiPersistSchedIntervalDL]	UE receives a DL assignment [for retransmission] addressed to its SPS-CRNTI in SF-Num z and with NDI set as 1, where z!= p+n*[semiPersistSchedIntervalDL]	UE receives MAC PDU in SF-Num z as per the new grant for SPS-CRNTI
103	36523-1-f00_s07_01	7.1.3.15	Correct handling of DL assignment / Semi-persistent case / EPDCCH	4	UE in E-UTRA RRC_Connected state with DRB established and stored DL SPS assignment to receive MAC PDU at SF-Num y+n*[semiPersistSchedIntervalDL] and EPDCCH in localized transmission mode	UE receives a DL assignment addressed to its CRNTI in SF-Num p, such that p!= y+n*[semiPersistSchedIntervalDL]	UE receives MAC PDU in SF-Num p as per assignment addressed to its C-RNTI
104	36523-1-f00_s07_01	7.1.3.15	Correct handling of DL assignment / Semi-persistent case / EPDCCH	5	UE receives a RRCConnectionReconfiguration including sps-Configuration with sps-ConfigurationDL set as disable and hence resulting in DL SPS grant deactivation	UE receives a RRCConnectionReconfiguration including sps-Configuration with sps-ConfigurationDL set as disable and hence resulting in DL SPS grant deactivation	UE deletes the stored sps-Configuration DL parameters and stops receiving DL MAC PDUs as per stored SPS assignment in SF-Num z+n*[semiPersistSchedIntervalDL]
105	36523-1-f00_s07_01	7.1.3.15	Correct handling of DL assignment / Semi-persistent case / EPDCCH	6	UE receives a EPDCCH [for DL SPS explicit release according to Table 9.2-1A in TS 36.213] addressed to its SPS C-RNTI in SF-Num p and with NDI set as 0, where p!= z+n*[semiPersistSchedIntervalDL]	UE receives a EPDCCH [for DL SPS explicit release according to Table 9.2-1A in TS 36.213] addressed to its SPS C-RNTI in SF-Num p and with NDI set as 0, where p!= z+n*[semiPersistSchedIntervalDL]	UE sends an ACK to SS and releases the configured SPS assignment and stops receiving MAC PDU in SF-Num z+n*[semiPersistSchedIntervalDL] as per assignment addressed to its SPS C-RNTI
106	36523-1-f00_s07_01	7.1.3.15	Correct handling of DL assignment / Semi-persistent case / EPDCCH	7	EPDCCH is configured with distributed transmission type and UE receives a DL assignment addressed to its stored SPS-CRNTI in SF-Num y and with NDI set as 0	EPDCCH is configured with distributed transmission type and UE receives a DL assignment addressed to its stored SPS-CRNTI in SF-Num y and with NDI set as 0	UE starts receiving DL MAC PDU in SF-Nums y+n*[semiPersistSchedIntervalDL] where n is positive integer starting at zero
107	36523-1-f00_s07_01	7.1.3.15	Correct handling of DL assignment / Semi-persistent case / EPDCCH	8	EPDCCH is configured with distributed transmission type and UE receives a DL assignment addressed to its SPS-CRNTI in SF-Num p and with NDI set as 0, where p!= y+n*[semiPersistSchedIntervalDL]	EPDCCH is configured with distributed transmission type and UE receives a DL assignment addressed to its SPS-CRNTI in SF-Num p and with NDI set as 0, where p!= y+n*[semiPersistSchedIntervalDL]	UE starts receiving DL MAC PDU in SF-Nums p+n*[semiPersistSchedIntervalDL] and stops receiving DL MAC PDU at SF-Nums y+n*[semiPersistSchedIntervalDL]where n is positive integer starting at zero
108	36523-1-f00_s07_01	7.1.3.15	Correct handling of DL assignment / Semi-persistent case / EPDCCH	9	EPDCCH is configured with distributed transmission type and UE receives a DL assignment [for retransmission] addressed to its SPS-CRNTI in SF-Num z and with NDI set as 1, where z!= p+n*[semiPersistSchedIntervalDL]	EPDCCH is configured with distributed transmission type and UE receives a DL assignment [for retransmission] addressed to its SPS-CRNTI in SF-Num z and with NDI set as 1, where z!= p+n*[semiPersistSchedIntervalDL]	UE receives MAC PDU in SF-Num z as per the new grant for SPS-CRNTI
109	36523-1-f00_s07_01	7.1.3.15	Correct handling of DL assignment / Semi-persistent case / EPDCCH	10	EPDCCH is configured with distributed transmission type and UE receives a DL assignment addressed to its CRNTI in SF-Num p, such that p!= y+n*[semiPersistSchedIntervalDL]	EPDCCH is configured with distributed transmission type and UE receives a DL assignment addressed to its CRNTI in SF-Num p, such that p!= y+n*[semiPersistSchedIntervalDL]	UE receives MAC PDU in SF-Num p as per assignment addressed to its C-RNTI
110	36523-1-f00_s07_01	7.1.3.15	Correct handling of DL assignment / Semi-persistent case / EPDCCH	11	EPDCCH is configured with distributed transmission type and UE receives a RRCConnectionReconfiguration including sps-Configuration with sps-ConfigurationDL set as disable and hence resulting in DL SPS grant deactivation	EPDCCH is configured with distributed transmission type and UE receives a RRCConnectionReconfiguration including sps-Configuration with sps-ConfigurationDL set as disable and hence resulting in DL SPS grant deactivation	UE deletes the stored sps-Configuration DL parameters and stops receiving DL MAC PDUs as per stored SPS assignment in SF-Num z+n*[semiPersistSchedIntervalDL]
111	36523-1-f00_s07_01	7.1.3.15	Correct handling of DL assignment / Semi-persistent case / EPDCCH	12	EPDCCH is configured with distributed transmission type and UE receives a ePDCCH [for DL SPS explicit release according to Table 9.2-1A in TS 36.213] addressed to its SPS C-RNTI in SF-Num p and with NDI set as 0, where p!= z+n*[semiPersistSchedIntervalDL]	EPDCCH is configured with distributed transmission type and UE receives a ePDCCH [for DL SPS explicit release according to Table 9.2-1A in TS 36.213] addressed to its SPS C-RNTI in SF-Num p and with NDI set as 0, where p!= z+n*[semiPersistSchedIntervalDL]	UE sends an ACK to SS and releases the configured SPS assignment and stops receiving MAC PDU in SF-Num z+n*[semiPersistSchedIntervalDL] as per assignment addressed to its SPS C-RNTI
112	36523-1-f00_s07_01	7.1.3.16	Correct handling of DL assignment / Dynamic case / eIMTA	1	UE in E-UTRA RRC_CONNECTED state with eIMTA configured and SS is sending eIMTA L1 signalling on PDCCH with CRC scrambled by eIMTA-RNTI	UE receives downlink assignment on the PDCCH for the UEs C-RNTI and receives data in the associated subframe and UE performs HARQ operation	UE sends a HARQ feedback on the HARQ process according to eIMTA-UL/DL-configuration
113	36523-1-f00_s07_01	7.1.3.16	Correct handling of DL assignment / Dynamic case / eIMTA	2	UE in E-UTRA RRC_CONNECTED state with eIMTA configured and SS is not sending eIMTA L1 signalling on PDCCH with CRC scrambled by eIMTA-RNTI	UE receives downlink assignment on the PDCCH for the UEs C-RNTI and receives data in the associated subframe and UE performs HARQ operation	UE sends a HARQ feedback on the HARQ process according to UL/DL-configuration signalled in subframeAssignment
114	36523-1-f00_s07_01	7.1.3.16a	CA / Correct handling of DL assignment / Dynamic case / eIMTA / Inter-band CA	1	UE in E-UTRA RRC_CONNECTED state with eIMTA configured and SCell activated and SS is sending eIMTA L1 signalling for SCell on PDCCH with CRC scrambled by eIMTA-RNTI	UE receives downlink assignment on the SCell PDCCH for the UEs C-RNTI and receives data in the associated subframe and UE performs HARQ operation	UE sends a HARQ feedback on the HARQ process according to eIMTA-UL/DL-configuration
115	36523-1-f00_s07_01	7.1.3.16a	CA / Correct handling of DL assignment / Dynamic case / eIMTA / Inter-band CA	2	UE in E-UTRA RRC_CONNECTED state with eIMTA configured and SCell activated and SS is not sending eIMTA L1 signalling for SCell on PDCCH with CRC scrambled by eIMTA-RNTI	UE receives downlink assignment on the SCell PDCCH for the UEs C-RNTI and receives data in the associated subframe and UE performs HARQ operation	UE sends a HARQ feedback on the HARQ process according to UL/DL-configuration signalled in subframeAssignment
116	36523-1-f00_s07_01	7.1.4.1	Correct handling of UL assignment / Dynamic case	1	UE receives for a TTI an uplink grant with valid C-RNTI	UE receives for a TTI an uplink grant with valid C-RNTI	UE transmits data and associated HARQ information to the HARQ entity for this TTI
117	36523-1-f00_s07_01	7.1.4.2	Correct handling of UL assignment / Semi-persistent case	1	UE receives a UL grant addressed to its stored SPS-CRNTI in SF-Num y and with NDI set as 0	UE receives a UL grant addressed to its stored SPS-CRNTI in SF-Num y and with NDI set as 0	UE starts transmitting UL MAC PDU in SF-Num F1
118	36523-1-f00_s07_01	7.1.4.2	Correct handling of UL assignment / Semi-persistent case	2	UE receives a UL grant addressed to its SPS-CRNTI in SF-Num-frame p and with NDI set as 0, where p+4!=F1(FDD) or p+k(p)!=F1(TDD)	UE receives a UL grant addressed to its SPS-CRNTI in SF-Num-frame p and with NDI set as 0, where p+4!=F1(FDD) or p+k(p)!=F1(TDD)	UE starts transmitting UL MAC PDU in SF-Num F2 and stops transmitting UL MAC PDU at SF-Num F1
119	36523-1-f00_s07_01	7.1.4.2	Correct handling of UL assignment / Semi-persistent case	3	UE receives a UL grant [for retransmission] addressed to its SPS-CRNTI in SF-Num z and with NDI set as 1, for the corresponding HARQ Process, where z+4!=F1(FDD) or z+k(z)!=F1(TDD)	UE receives a UL grant [for retransmission] addressed to its SPS-CRNTI in SF-Num z and with NDI set as 1, for the corresponding HARQ Process, where z+4!=F1(FDD) or z+k(z)!=F1(TDD)	UE re-transmits MAC PDU in SF-Num z+4(FDD) or z+k(z)(TDD) as per the new grant for SPS-CRNTI
120	36523-1-f00_s07_01	7.1.4.2	Correct handling of UL assignment / Semi-persistent case	4	UE in E-UTRA RRC_Connected state with DRB established and stored UL SPS grant to transmit MAC PDU at SF-Num F3	UE receives a UL grant addressed to its CRNTI in SF-Num p, such that in SF-Num p+4=F3(FDD) or p+k(p)=F3(TDD)	UE transmits MAC PDU in SF-Num p+4(FDD) or p+k(p)(TDD) as per grant addressed to its C-RNTI
121	36523-1-f00_s07_01	7.1.4.2	Correct handling of UL assignment / Semi-persistent case	5	UE receives a RRCConnectionReconfiguration including sps-Configuration with sps-ConfigurationUL set as disable and hence resulting in UL SPS grant deactivation	UE receives a RRCConnectionReconfiguration including sps-Configuration with sps-ConfigurationUL set as disable and hence resulting in UL SPS grant deactivation	UE deletes the stored sps-Configuration UL parameters and stops transmitting UL MAC PDUs as per stored SPS grant in SF-Num F3
122	36523-1-f00_s07_01	7.1.4.2	Correct handling of UL assignment / Semi-persistent case	6	UE in E-UTRA RRC_Connected state with DRB established and configured UL SPS grant	UE transmits implicitReleaseAfter MAC PDUs on SPS-Grant containing zero MAC SDU	UE clears configured SPS grant
123	36523-1-f00_s07_01	7.1.4.2	Correct handling of UL assignment / Semi-persistent case	7	UE receives a PDCCH [for UL SPS explicit release according to Table 9.2-1A in TS 36.213] addressed to its SPS C-RNTI in SF-Num p and with NDI set as 0, where p+4!=F3(FDD) or p+k(p)!=F3(TDD)	UE receives a PDCCH [for UL SPS explicit release according to Table 9.2-1A in TS 36.213] addressed to its SPS C-RNTI in SF-Num p and with NDI set as 0, where p+4!=F3(FDD) or p+k(p)!=F3(TDD)	UE releases the configured SPS grant and stops transmitting UL MAC PDU in SF-Num F3 as per grant addressed to its SPS C-RNTI
124	36523-1-f00_s07_01	7.1.4.3	Logical channel prioritization handling	1	UE in E-UTRA RRC_CONNECTED state	sending data on the uplink	UE serves the logical channels according to their priority and configured PBR
125	36523-1-f00_s07_01	7.1.4.4	Correct handling of MAC control information / Scheduling requests and PUCCH	1	UE in E-UTRA RRC_CONNECTED state	PUCCH is configured and UE has UL data available for transmission and UE has no UL-SCH resources available and SR_COUNTER is less than dsr-TransMax	the UE transmits a SR on every available PUCCH until resources are granted
126	36523-1-f00_s07_01	7.1.4.4	Correct handling of MAC control information / Scheduling requests and PUCCH	2	UE in E-UTRA RRC_CONNECTED state and has pending SR(s)	UE receives an UL grant for a new transmission	UE cancels all pending SR(s)
127	36523-1-f00_s07_01	7.1.4.5	Correct handling of MAC control information / Scheduling requests and random access procedure	1	The UE is in E-UTRA RRC_CONNECTED state and no PUCCH resource for SR is configured	UE has UL data available for transmission, UE has no UL-SCH resources available and time alignment timer expires	the UE initiates the random access procedure
128	36523-1-f00_s07_01	7.1.4.5	Correct handling of MAC control information / Scheduling requests and random access procedure	2	The  UE in E-UTRA RRC_CONNECTED state	PUCCH Configured and UE has UL data available for transmission and UE has no UL-SCH resources available and SR_COUNTER becomes equal to dsr-TransMax	the UE transmits a PRACH Preamble to initiate a Random Access procedure
129	36523-1-f00_s07_01	7.1.4.6	Correct handling of MAC control information / Buffer status / UL data arrive in the UE Tx buffer and retransmission of BSR / Regular BSR	1	UL data arrives in the UE transmission buffer and the data belongs to a logical channel with higher priority than those for which data is already available for transmission and the new logical channel and the existing logical channels belongs to the different LCG	UL data arrives in the UE transmission buffer and the data belongs to a logical channel with higher priority than those for which data is already available for transmission and the new logical channel and the existing logical channels belongs to the different LCG	UE Reports a Long Buffer Status Reporting (BSR)
130	36523-1-f00_s07_01	7.1.4.6	Correct handling of MAC control information / Buffer status / UL data arrive in the UE Tx buffer and retransmission of BSR / Regular BSR	2	UE in E-UTRA RRC_CONNECTED state	UL data arrives in the UE transmission buffer and there is no data available for transmission for any of the logical channels which belong to a LCG	UE Reports a Short Buffer Status Reporting (BSR)
131	36523-1-f00_s07_01	7.1.4.6	Correct handling of MAC control information / Buffer status / UL data arrive in the UE Tx buffer and retransmission of BSR / Regular BSR	3	UL data arrives in the UE transmission buffer and the data belongs to a logical channel with higher priority than those for which data is already available for transmission and the new logical channel and existing logical channels belong to the same LCG	UL data arrives in the UE transmission buffer and the data belongs to a logical channel with higher priority than those for which data is already available for transmission and the new logical channel and existing logical channels belong to the same LCG	UE Reports a Short Buffer Status Reporting (BSR)
132	36523-1-f00_s07_01	7.1.4.6	Correct handling of MAC control information / Buffer status / UL data arrive in the UE Tx buffer and retransmission of BSR / Regular BSR	4	UE in E-UTRA RRC_CONNECTED state	RETX_BSR_TIMER expires and only one LCG has data available for transmission	UE triggers a regular BSR and Reports a Short Buffer Status Reporting ( BSR)
133	36523-1-f00_s07_01	7.1.4.6	Correct handling of MAC control information / Buffer status / UL data arrive in the UE Tx buffer and retransmission of BSR / Regular BSR	5	UE in E-UTRA RRC_CONNECTED stat e	a Regular BSR has been triggered and UE has pending data for transmission and UE has only resources to send either BSR report or data	UE transmits the BSR report
134	36523-1-f00_s07_01	7.1.4.6	Correct handling of MAC control information / Buffer status / UL data arrive in the UE Tx buffer and retransmission of BSR / Regular BSR	6	UE in E-UTRA RRC_CONNECTED state	UE determines that a BSR has been triggered since the last transmission of a BSR and UE has no UL resources allocated for new transmission for this TTI	UE transmits a scheduling request
135	36523-1-f00_s07_01	7.1.4.6	Correct handling of MAC control information / Buffer status / UL data arrive in the UE Tx buffer and retransmission of BSR / Regular BSR	7	UE in E-UTRA RRC_CONNECTED state	a Regular BSR has been triggered and UE has pending data on several logical channels for transmission and UE has only UL resources to send all pending data available for transmission, but UL grant is not sufficient to additionally accommodate the BSR MAC control element	UE cancels the triggered BSR report and transmits the UL data
136	36523-1-f00_s07_01	7.1.4.6	Correct handling of MAC control information / Buffer status / UL data arrive in the UE Tx buffer and retransmission of BSR / Regular BSR	8	UE in E-UTRA RRC_CONNECTED state	a Regular BSR has been triggered and UE has pending data on several logical channels for transmission and UE has UL resources to send all pending data including BSR	UE transmits the UL data and reports buffer status reporting (BSR) that indicates there is no more data in the buffer
137	36523-1-f00_s07_01	7.1.4.7	Correct handling of MAC control information / Buffer Status / UL resources are allocated / Padding BSR	1	UE reports a Truncated BSR of the LCG with the highest priority logical channel with data available for transmission	UE transmits a MAC PDU and the number of padding bits is equal to or larger than the size of a Short BSR plus its subheader but smaller than the size of a Long BSR plus its subheader and the UE has available data for transmission from more than one LCG in the TTI where the BSR is transmitted	UE reports a Truncated BSR of the LCG with the highest priority logical channel with data available for transmission
138	36523-1-f00_s07_01	7.1.4.7	Correct handling of MAC control information / Buffer Status / UL resources are allocated / Padding BSR	2	UE in E-UTRA RRC_CONNECTED state	UE transmits a MAC PDU and the number of padding bits is equal to or larger than the size of a Short BSR plus its subheader but smaller than the size of a Long BSR plus its subheader and the UE has available data for transmission form only one LCG in the TTI where the BSR is transmitted	UE reports a Short BSR
139	36523-1-f00_s07_01	7.1.4.7	Correct handling of MAC control information / Buffer Status / UL resources are allocated / Padding BSR	3	UE in E-UTRA RRC_CONNECTED state	UE transmits a MAC PDU and the number of padding bits is equal to or larger than the size of a Long BSR plus its subheader	UE reports a long BSR
140	36523-1-f00_s07_01	7.1.4.7a	Correct handling of MAC control information / Buffer Status / UL resources are allocated / Cancellation of Padding BSR	1	UE has transmitted a MAC PDU with a Regular BSR and padding such that a padding BSR is triggered AND UE has remaining data causing continuous data transmission while periodicBSR-Timer is running without causing any Regular BSR or padding BSR to be triggered	UE has transmitted a MAC PDU with a Regular BSR and padding such that a padding BSR is triggered AND UE has remaining data causing continuous data transmission while periodicBSR-Timer is running without causing any Regular BSR or padding BSR to be triggered	UE reports a Periodic BSR
141	36523-1-f00_s07_01	7.1.4.8	Correct handling of MAC control information / Buffer status / Periodic BSR timer expires	1	UE in E-UTRA RRC_CONNECTED state	periodicBSR-Timer expires and more than one LCG has buffered data in a TTI	UE triggers a Periodic BSR and reports Long BSR
142	36523-1-f00_s07_01	7.1.4.8	Correct handling of MAC control information / Buffer status / Periodic BSR timer expires	2	UE in E-UTRA RRC_CONNECTED state	periodicBSR-Timer expires and one LCG has buffered data in a TTI	UE triggers a Periodic BSR and reports Short BSR and restarts the periodicBSR-Timer
143	36523-1-f00_s07_01	7.1.4.10	MAC padding	1	UE is to transmit a MAC PDU with padding exceeding 2 bytes	UE is to transmit a MAC PDU with padding exceeding 2 bytes	Padding goes to the end of the MAC PDU
144	36523-1-f00_s07_01	7.1.4.10	MAC padding	2	UE is to transmit a MAC PDU with single-byte padding and there is a data MAC PDU sub-header present	UE is to transmit a MAC PDU with single-byte padding and there is a data MAC PDU sub-header present	UE is inserting padding MAC PDU subheader before any other MAC PDU sub-header
145	36523-1-f00_s07_01	7.1.4.10	MAC padding	3	UE is to transmit a MAC PDU with two-byte padding and there is a data MAC PDU sub-header	UE is to transmit a MAC PDU with two-byte padding and there is a data MAC PDU sub-header	UE is inserting two padding MAC PDU subheaders before any other MAC PDU sub-header or one padding MAC PDU subheader as a last MAC PDU subheader
146	36523-1-f00_s07_01	7.1.4.10	MAC padding	4	UE is to transmit a MAC PDU with single-byte padding and there is no data MAC PDU sub-header but a MAC Control element is present	UE is to transmit a MAC PDU with single-byte padding and there is no data MAC PDU sub-header but a MAC Control element is present	UE is inserting a padding MAC PDU subheader before any other MAC PDU sub-header
147	36523-1-f00_s07_01	7.1.4.10	MAC padding	5	UE is to transmit a MAC PDU with two-byte padding and there is no data MAC PDU sub-header but a MAC Control element is present	UE is to transmit a MAC PDU with two-byte padding and there is no data MAC PDU sub-header but a MAC Control element is present	UE is inserting two padding MAC PDU subheaders before any other MAC PDU sub-header or one padding MAC PDU subheader as a last MAC PDU subheader and one byte padding at the end of the MAC PD
148	36523-1-f00_s07_01	7.1.4.11	Correct HARQ process handling	1	UE receives an UL Grant with toggled NDI and has data available for transmission	UE receives an UL Grant with toggled NDI and has data available for transmission	UE transmits a new MAC PDU using redundancy version 0
